Tiempo(s),X_real,Y_real,Z_real,X_target,Y_target,Z_target
84.5273,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
84.6908,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
84.6908,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
84.8557,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
84.8557,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
85.0176,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
85.0176,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
85.179,85.55643513539889,1.5017951356642252,179.0974469820769,85.0,2.0,184.0
85.179,85.55643513539889,1.5017951356642252,179.0974469820769,85.0,2.0,184.0
85.3423,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
85.3423,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
85.5054,85.55643513539889,1.5017951356642252,179.0974469820769,85.0,2.0,184.0
85.5054,85.55643513539889,1.5017951356642252,179.0974469820769,85.0,2.0,184.0
85.6716,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
85.6716,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
85.8343,84.78721515000873,1.4958878341145991,176.13261437656345,85.0,2.0,184.0
85.8343,84.78721515000873,1.4958878341145991,176.13261437656345,85.0,2.0,184.0
85.9953,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
85.9953,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
86.1577,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
86.1577,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
86.3194,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
86.3194,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
86.4815,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
86.4815,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
86.6459,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
86.6459,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
86.8078,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
86.8078,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
86.9715,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
86.9715,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
87.1336,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
87.1336,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
87.2947,85.55643513539889,1.5017951356642252,179.0974469820769,85.0,2.0,184.0
87.2947,85.55643513539889,1.5017951356642252,179.0974469820769,85.0,2.0,184.0
87.4566,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
87.4566,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
87.618,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
87.618,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
87.7801,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
87.7801,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
87.9447,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
87.9447,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
88.1059,84.78721515000873,1.4958878341145991,176.13261437656345,85.0,2.0,184.0
88.1059,84.78721515000873,1.4958878341145991,176.13261437656345,85.0,2.0,184.0
88.2682,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
88.2682,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
88.4321,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
88.4321,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
88.595,84.54215508348071,1.4940058709073925,174.83874447678994,85.0,2.0,184.0
88.595,84.54215508348071,1.4940058709073925,174.83874447678994,85.0,2.0,184.0
88.7561,85.55643513539889,1.5017951356642252,179.0974469820769,85.0,2.0,184.0
88.7561,85.55643513539889,1.5017951356642252,179.0974469820769,85.0,2.0,184.0
88.9177,85.55643513539889,1.5017951356642252,179.0974469820769,85.0,2.0,184.0
88.9177,85.55643513539889,1.5017951356642252,179.0974469820769,85.0,2.0,184.0
89.0812,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
89.0812,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
89.2474,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
89.2474,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
89.4089,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
89.4089,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
89.5706,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
89.5706,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
89.7322,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
89.7322,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
89.8941,85.55643513539889,1.5017951356642252,179.0974469820769,85.0,2.0,184.0
89.8941,85.55643513539889,1.5017951356642252,179.0974469820769,85.0,2.0,184.0
90.0595,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
90.0595,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
90.2218,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
90.2218,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
90.3828,85.13763112145264,1.4985788884949327,177.06426395797948,85.0,2.0,184.0
90.3828,85.13763112145264,1.4985788884949327,177.06426395797948,85.0,2.0,184.0
90.5448,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
90.5448,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
90.7069,85.74390625077635,1.5032348387809058,179.86014048142533,85.0,2.0,184.0
90.7069,85.74390625077635,1.5032348387809058,179.86014048142533,85.0,2.0,184.0
90.8688,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
90.8688,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
91.0308,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
91.0308,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
91.1914,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
91.1914,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
91.3531,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
91.3531,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
91.5147,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
91.5147,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
91.6774,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
91.6774,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
91.8424,85.73302301644182,1.50315125989805,178.67936470766642,85.0,2.0,184.0
91.8424,85.73302301644182,1.50315125989805,178.67936470766642,85.0,2.0,184.0
92.0085,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
92.0085,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
92.1746,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
92.1746,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
92.3405,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
92.3405,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
92.5035,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
92.5035,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
92.6741,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
92.6741,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
92.8365,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
92.8365,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
93.0028,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
93.0028,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
93.164,85.55643513539889,1.5017951356642252,179.0974469820769,85.0,2.0,184.0
93.164,85.55643513539889,1.5017951356642252,179.0974469820769,85.0,2.0,184.0
93.3285,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
93.3285,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
93.4901,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
93.4901,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
93.652,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
93.652,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
93.8156,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
93.8156,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
93.9797,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
93.9797,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
94.1413,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
94.1413,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
94.3026,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
94.3026,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
94.4666,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
94.4666,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
94.632,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
94.632,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
94.7942,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
94.7942,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
94.9555,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
94.9555,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
95.1189,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
95.1189,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
95.283,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
95.283,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
95.4441,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
95.4441,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
95.6092,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
95.6092,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
95.7733,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
95.7733,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
95.9355,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
95.9355,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
96.1008,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
96.1008,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
96.2621,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
96.2621,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
96.4242,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
96.4242,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
96.5908,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
96.5908,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
96.7523,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
96.7523,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
96.9138,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
96.9138,84.9835172909689,1.4973953559724729,176.86601350314112,85.0,2.0,184.0
97.0754,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
97.0754,85.3714195743631,1.500374290221868,178.36111940184813,85.0,2.0,184.0
97.2404,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
97.2404,85.18267962023504,1.4989248429315307,177.62573772485933,85.0,2.0,184.0
97.4038,84.78721515000873,1.4958878341145991,176.13261437656345,96.0,99.0,110.0
97.4038,84.78721515000873,1.4958878341145991,176.13261437656345,96.0,99.0,110.0
97.5653,85.25067977619531,1.4994470569071272,179.3497087185279,96.0,99.0,110.0
97.5653,85.25067977619531,1.4994470569071272,179.3497087185279,96.0,99.0,110.0
97.7305,89.02677414733625,21.972760428732823,173.02346857301697,96.0,99.0,110.0
97.7305,89.02677414733625,21.972760428732823,173.02346857301697,96.0,99.0,110.0
97.8941,84.5186251137506,46.12566630554318,143.1388911199178,96.0,99.0,110.0
97.8941,84.5186251137506,46.12566630554318,143.1388911199178,96.0,99.0,110.0
98.055,77.75362884388417,71.95909486843611,124.77696038814287,96.0,99.0,110.0
98.055,77.75362884388417,71.95909486843611,124.77696038814287,96.0,99.0,110.0
98.2211,91.2953340446818,97.96093615015094,156.9514817650936,96.0,99.0,110.0
98.2211,91.2953340446818,97.96093615015094,156.9514817650936,96.0,99.0,110.0
98.3828,91.151875134363,96.63496116841061,112.8158498724154,96.0,99.0,110.0
98.3828,91.151875134363,96.63496116841061,112.8158498724154,96.0,99.0,110.0
98.5446,87.52591341147158,94.89302030877057,94.419104088013,96.0,99.0,110.0
98.5446,87.52591341147158,94.89302030877057,94.419104088013,96.0,99.0,110.0
98.7067,87.46445619682683,94.86349577390484,95.09369433562692,96.0,99.0,110.0
98.7067,87.46445619682683,94.86349577390484,95.09369433562692,96.0,99.0,110.0
98.8691,87.74800884873483,94.9997167238116,93.6646395217633,96.0,99.0,110.0
98.8691,87.74800884873483,94.9997167238116,93.6646395217633,96.0,99.0,110.0
99.0305,89.20791638149129,95.70106791749625,96.08032023674657,96.0,99.0,110.0
99.0305,89.20791638149129,95.70106791749625,96.08032023674657,96.0,99.0,110.0
99.1926,89.93631254252551,96.05099522833909,97.39668212223897,96.0,99.0,110.0
99.1926,89.93631254252551,96.05099522833909,97.39668212223897,96.0,99.0,110.0
99.3552,90.6404165303912,96.3892523859245,98.69877629359878,96.0,99.0,110.0
99.3552,90.6404165303912,96.3892523859245,98.69877629359878,96.0,99.0,110.0
99.5161,91.0822434695163,96.60150956263234,98.86254126673403,96.0,99.0,110.0
99.5161,91.0822434695163,96.60150956263234,98.86254126673403,96.0,99.0,110.0
99.677,91.76844537188879,96.93116641591875,100.17634599717815,96.0,99.0,110.0
99.677,91.76844537188879,96.93116641591875,100.17634599717815,96.0,99.0,110.0
99.8405,92.11866412545373,97.09941429145356,100.85890613579134,96.0,99.0,110.0
99.8405,92.11866412545373,97.09941429145356,100.85890613579134,96.0,99.0,110.0
100.0028,92.11866412545373,97.09941429145356,100.85890613579134,96.0,99.0,110.0
100.0028,92.11866412545373,97.09941429145356,100.85890613579134,96.0,99.0,110.0
100.1651,92.20756165977534,97.14212137420581,100.38450235587133,96.0,99.0,110.0
100.1651,92.20756165977534,97.14212137420581,100.38450235587133,96.0,99.0,110.0
100.3262,92.54303986830843,97.30328777463231,101.04623556873416,96.0,99.0,110.0
100.3262,92.54303986830843,97.30328777463231,101.04623556873416,96.0,99.0,110.0
100.4887,92.54303986830843,97.30328777463231,101.04623556873416,96.0,99.0,110.0
100.4887,92.54303986830843,97.30328777463231,101.04623556873416,96.0,99.0,110.0
100.6496,92.88690470805943,97.46848317941948,101.73276037965833,96.0,99.0,110.0
100.6496,92.88690470805943,97.46848317941948,101.73276037965833,96.0,99.0,110.0
100.8116,91.18491182044409,96.65083225524212,99.31918798647915,96.0,99.0,110.0
100.8116,91.18491182044409,96.65083225524212,99.31918798647915,96.0,99.0,110.0
100.9749,91.533233512995,96.81816876757286,99.75532044500274,96.0,99.0,110.0
100.9749,91.533233512995,96.81816876757286,99.75532044500274,96.0,99.0,110.0
101.1409,90.16055173429231,96.1587215200992,97.5552287817377,96.0,99.0,110.0
101.1409,90.16055173429231,96.1587215200992,97.5552287817377,96.0,99.0,110.0
101.3082,91.84678980748888,96.9688037060853,100.64826332226328,96.0,99.0,110.0
101.3082,91.84678980748888,96.9688037060853,100.64826332226328,96.0,99.0,110.0
101.4702,91.17870360055616,96.6478497770157,99.56313064959677,96.0,99.0,110.0
101.4702,91.17870360055616,96.6478497770157,99.56313064959677,96.0,99.0,110.0
101.6317,91.07322371463368,96.59717640062604,97.48614837726318,96.0,99.0,110.0
101.6317,91.07322371463368,96.59717640062604,97.48614837726318,96.0,99.0,110.0
101.7929,92.07268477692608,97.07732544661155,99.50557504442473,96.0,99.0,110.0
101.7929,92.07268477692608,97.07732544661155,99.50557504442473,96.0,99.0,110.0
101.9566,92.07268477692608,97.07732544661155,99.50557504442473,96.0,99.0,110.0
101.9566,92.07268477692608,97.07732544661155,99.50557504442473,96.0,99.0,110.0
102.1197,92.72707121981506,97.39169790003994,100.86894111696313,96.0,99.0,110.0
102.1197,92.72707121981506,97.39169790003994,100.86894111696313,96.0,99.0,110.0
102.2839,92.06068849446478,97.07156233707536,99.78597124765548,96.0,99.0,110.0
102.2839,92.06068849446478,97.07156233707536,99.78597124765548,96.0,99.0,110.0
102.4455,91.68936587200676,96.89317599502304,99.33880499994429,96.0,99.0,110.0
102.4455,91.68936587200676,96.89317599502304,99.33880499994429,96.0,99.0,110.0
102.6075,92.00953760997118,97.04698904521085,100.00980625615288,96.0,99.0,110.0
102.6075,92.00953760997118,97.04698904521085,100.00980625615288,96.0,99.0,110.0
102.7707,92.00953760997118,97.04698904521085,100.00980625615288,96.0,99.0,110.0
102.7707,92.00953760997118,97.04698904521085,100.00980625615288,96.0,99.0,110.0
102.935,91.83175361773658,96.96158020090115,98.43630469825507,96.0,99.0,110.0
102.935,91.83175361773658,96.96158020090115,98.43630469825507,96.0,99.0,110.0
103.096,92.1518197886322,97.11534253582921,99.10736793867153,96.0,99.0,110.0
103.096,92.1518197886322,97.11534253582921,99.10736793867153,96.0,99.0,110.0
103.2589,92.1518197886322,97.11534253582921,99.10736793867153,96.0,99.0,110.0
103.2589,92.1518197886322,97.11534253582921,99.10736793867153,96.0,99.0,110.0
103.4214,92.12587098150937,97.10287652244004,99.39947765484787,96.0,99.0,110.0
103.4214,92.12587098150937,97.10287652244004,99.39947765484787,96.0,99.0,110.0
103.5827,91.79799420957082,96.94536191263022,98.70339228945517,96.0,99.0,110.0
103.5827,91.79799420957082,96.94536191263022,98.70339228945517,96.0,99.0,110.0
103.7439,91.07247673826672,96.59681754723644,97.88767059967603,96.0,99.0,110.0
103.7439,91.07247673826672,96.59681754723644,97.88767059967603,96.0,99.0,110.0
103.906,91.77020688768783,96.93201266212316,98.99749398425313,96.0,99.0,110.0
103.906,91.77020688768783,96.93201266212316,98.99749398425313,96.0,99.0,110.0
104.0691,91.71417407714401,96.90509405414377,99.258440027562,96.0,99.0,110.0
104.0691,91.71417407714401,96.90509405414377,99.258440027562,96.0,99.0,110.0
104.231,92.3914153566239,97.23044615290232,100.1400089649728,96.0,99.0,110.0
104.231,92.3914153566239,97.23044615290232,100.1400089649728,96.0,99.0,110.0
104.3966,91.08708233833659,96.6038341937114,97.6916737683892,96.0,99.0,110.0
104.3966,91.08708233833659,96.6038341937114,97.6916737683892,96.0,99.0,110.0
104.5584,92.33471644351644,97.20320754395189,100.42409529287332,96.0,99.0,110.0
104.5584,92.33471644351644,97.20320754395189,100.42409529287332,96.0,99.0,110.0
104.7205,91.72251763408119,96.90910236527729,99.06602890161024,96.0,99.0,110.0
104.7205,91.72251763408119,96.90910236527729,99.06602890161024,96.0,99.0,110.0
104.8858,92.94472396536415,97.49626001063567,101.81255839246215,96.0,99.0,110.0
104.8858,92.94472396536415,97.49626001063567,101.81255839246215,96.0,99.0,110.0
105.0482,91.98211234349111,97.03381372899983,100.05379759261406,96.0,99.0,110.0
105.0482,91.98211234349111,97.03381372899983,100.05379759261406,96.0,99.0,110.0
105.2114,91.71424266108662,95.65156594488576,99.23551778191143,96.0,99.0,110.0
105.2114,91.71424266108662,95.65156594488576,99.23551778191143,96.0,99.0,110.0
105.3739,91.21664654152002,96.66607786772678,99.10585132028287,96.0,99.0,110.0
105.3739,91.21664654152002,96.66607786772678,99.10585132028287,96.0,99.0,110.0
105.536,91.58686880837723,96.8439355901941,99.4913177669457,96.0,99.0,110.0
105.536,91.58686880837723,96.8439355901941,99.4913177669457,96.0,99.0,110.0
105.699,92.7709089879497,97.41275791262284,102.25834806665614,96.0,99.0,110.0
105.699,92.7709089879497,97.41275791262284,102.25834806665614,96.0,99.0,110.0
105.8631,92.19031499080907,97.13383593722081,100.88330526601402,96.0,99.0,110.0
105.8631,92.19031499080907,97.13383593722081,100.88330526601402,96.0,99.0,110.0
106.0262,92.4543425407613,97.26067687280734,101.44914132453162,96.0,99.0,110.0
106.0262,92.4543425407613,97.26067687280734,101.44914132453162,96.0,99.0,110.0
106.1926,91.21324691219914,96.66444465875377,98.48634554245116,96.0,99.0,110.0
106.1926,91.21324691219914,96.66444465875377,98.48634554245116,96.0,99.0,110.0
106.3578,91.8381382299913,96.96464741942395,99.41220239038776,96.0,99.0,110.0
106.3578,91.8381382299913,96.96464741942395,99.41220239038776,96.0,99.0,110.0
106.521,92.42246361926513,97.24536198529354,100.81419450014401,96.0,99.0,110.0
106.521,92.42246361926513,97.24536198529354,100.81419450014401,96.0,99.0,110.0
106.6827,92.13687903743383,97.1081648800857,100.12424560132945,96.0,99.0,110.0
106.6827,92.13687903743383,97.1081648800857,100.12424560132945,96.0,99.0,110.0
106.8449,93.10485816949398,97.57318975631904,101.91957435424283,96.0,99.0,110.0
106.8449,93.10485816949398,97.57318975631904,101.91957435424283,96.0,99.0,110.0
107.007,92.6670811681526,97.36287820194357,101.95153270803533,96.0,99.0,110.0
107.007,92.6670811681526,97.36287820194357,101.95153270803533,96.0,99.0,110.0
107.169,92.42246361926513,97.24536198529354,100.81419450014401,96.0,99.0,110.0
107.169,92.42246361926513,97.24536198529354,100.81419450014401,96.0,99.0,110.0
107.3307,92.6670811681526,97.36287820194357,101.95153270803533,96.0,99.0,110.0
107.3307,92.6670811681526,97.36287820194357,101.95153270803533,96.0,99.0,110.0
107.4919,92.42246361926513,97.24536198529354,100.81419450014401,96.0,99.0,110.0
107.4919,92.42246361926513,97.24536198529354,100.81419450014401,96.0,99.0,110.0
107.6551,92.42246361926513,97.24536198529354,100.81419450014401,96.0,99.0,110.0
107.6551,92.42246361926513,97.24536198529354,100.81419450014401,96.0,99.0,110.0
107.8168,91.7578652551268,96.92608364365144,99.74944264779134,96.0,99.0,110.0
107.8168,91.7578652551268,96.92608364365144,99.74944264779134,96.0,99.0,110.0
107.9792,92.42246361926513,97.24536198529354,100.81419450014401,96.0,99.0,110.0
107.9792,92.42246361926513,97.24536198529354,100.81419450014401,96.0,99.0,110.0
108.141,92.42246361926513,97.24536198529354,100.81419450014401,96.0,99.0,110.0
108.141,92.42246361926513,97.24536198529354,100.81419450014401,96.0,99.0,110.0
108.3034,92.42246361926513,97.24536198529354,100.81419450014401,96.0,99.0,110.0
108.3034,92.42246361926513,97.24536198529354,100.81419450014401,96.0,99.0,110.0
108.4658,92.42246361926513,97.24536198529354,100.81419450014401,96.0,99.0,110.0
